Incident Number,Initial Call Type,Final Call Type,Responding Agency,Primary Responding Unit,Call Creation Time,First Dispatched Time,First Arrival Time,Clear Time,Priority,Call Creation Mechanism
15151704,DOWNLN,DOWN LINE,SPD ,      ,43:36.0,NULL,NULL,NULL,3,PHONE
15151708,ANICMP,ANIMAL COMPLAINT,SPD ,5C1   ,45:30.0,51:23.0,58:33.0,07:15.0,5,PHONE
15222967,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,38:00.0,38:00.0,38:00.0,45:38.0,6,SELF 
15222973,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,46:21.0,46:21.0,46:21.0,55:09.0,6,SELF 
15222976,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,51:49.0,51:49.0,51:49.0,58:32.0,6,SELF 
15222981,THFTVE,THEFT FROM VEHICLE,SPD ,SP679 ,55:53.0,59:49.0,59:49.0,59:15.0,9,PHONE
15222982,THEFT ,THEFT,SPD ,SP655 ,56:38.0,00:13.0,00:13.0,00:35.0,9,PHONE
15222991,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,08:57.0,08:57.0,08:57.0,19:07.0,6,SELF 
15222993,MVANO ,MOTOR VEH ACC NO INJURY,SPD ,2S12  ,11:34.0,13:29.0,18:45.0,40:49.0,3,E911 
15223003,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,20:43.0,20:43.0,20:43.0,33:29.0,6,SELF 
15223004,DSRDJU,POLICE OFFICER HOLD,SPD ,2S11  ,22:42.0,29:39.0,37:06.0,35:33.0,3,PHONE
15223005,THEFT ,THEFT,SPD ,SP687 ,24:44.0,28:42.0,28:42.0,29:39.0,4,PHONE
15223023,SUSPSU,SUSPICIOUS SUBJECT,SPD ,3S11  ,44:24.0,16:20.0,NULL,47:25.0,4,PHONE
15223027,SEZCON,SEIZED CONTRABAND,SPD ,4S72  ,49:05.0,49:28.0,NULL,49:36.0,4,PHONE
15223033,CHKWLF,CHECK WELFARE,SPD ,2S19  ,57:23.0,00:32.0,03:42.0,13:57.0,4,PHONE
15223046,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,11:29.0,11:29.0,11:29.0,20:26.0,6,SELF 
15223050,CUSTIN,CUSTODIAL INTERFERENCE,SPD ,3S12  ,16:38.0,32:01.0,33:44.0,33:18.0,4,PHONE
15223053,TRFHAZ,TRAFFIC HAZARD,SPD ,5C4   ,20:28.0,37:24.0,NULL,44:50.0,3,PHONE
15223065,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,31:34.0,31:34.0,31:34.0,38:12.0,6,SELF 
15223073,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,39:09.0,39:09.0,39:09.0,41:01.0,6,SELF 
15223098,HARAS ,HARASSMENT,SPD ,3S13  ,05:35.0,32:58.0,46:10.0,35:51.0,3,PHONE
15223109,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,20:06.0,20:07.0,20:07.0,32:35.0,6,SELF 
15223119,SEZPRO,SEIZED PROPERTY,SPD ,3S12  ,33:59.0,34:00.0,34:00.0,39:24.0,5,SELF 
15223122,CHKWLF,CHECK WELFARE,SPD ,      ,39:27.0,NULL,NULL,NULL,7,PHONE
15223123,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,39:40.0,39:40.0,39:40.0,46:02.0,6,SELF 
15223125,CHKWLF,CHECK WELFARE,SPD ,3S11  ,42:46.0,47:57.0,55:09.0,57:27.0,4,PHONE
15223129,BURG  ,BURGLARY,SPD ,      ,45:03.0,NULL,NULL,NULL,4,PHONE
15223133,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,47:51.0,47:51.0,47:51.0,54:39.0,6,SELF 
15223144,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,04:09.0,04:09.0,04:09.0,09:07.0,6,SELF 
15223155,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,23:21.0,23:21.0,23:21.0,33:49.0,6,SELF 
15223195,TRSPS ,CRIMINAL TRESPASS,SPD ,3S22  ,13:01.0,36:34.0,41:31.0,53:13.0,3,PHONE
15223196,TRFSTP,TRAFFIC STOP,SPD ,3S12  ,16:19.0,16:19.0,16:19.0,22:11.0,6,SELF 
15223207,UNATCH,UNATTENDED CHILDREN,SPD ,      ,29:28.0,NULL,NULL,NULL,9,PHONE
15223223,TRFHAZ,TRAFFIC HAZARD,SPD ,5C4   ,49:22.0,28:48.0,39:05.0,39:09.0,4,PHONE
15223235,ILGLCA,ILLEGAL CAMPING,SPD ,      ,06:50.0,NULL,NULL,NULL,9,PHONE
15223246,RAPE  ,RAPE,SPD ,3S11  ,31:03.0,39:03.0,45:38.0,13:42.0,3,PHONE
15223343,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,45:43.0,45:43.0,45:43.0,46:50.0,6,SELF 
15223359,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,11:12.0,11:12.0,11:12.0,15:10.0,6,SELF 
15223361,TRFHAZ,TRAFFIC HAZARD,SPD ,      ,13:50.0,NULL,NULL,NULL,3,PHONE
15223367,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,21:25.0,21:26.0,21:26.0,38:25.0,6,SELF 
15223384,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,00:28.0,00:28.0,00:28.0,11:17.0,6,SELF 
15223390,CRMSCH,CRIMINAL MISCHIEF,SPD ,1S11  ,07:34.0,09:13.0,13:02.0,21:33.0,4,PHONE
15223394,CRMSCH,DISPUTE,SPD ,1S22  ,10:33.0,14:12.0,18:12.0,54:43.0,3,PHONE
15223409,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,32:28.0,32:29.0,32:29.0,38:30.0,6,SELF 
15223418,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,44:55.0,44:55.0,44:55.0,50:15.0,6,SELF 
15223422,REKDRI,DUII,SPD ,1S21  ,49:14.0,51:55.0,53:11.0,48:05.0,4,PHONE
15223430,TRFSTP,DUII,SPD ,1S11  ,57:44.0,57:44.0,57:44.0,41:44.0,4,SELF 
15223435,MVAUNK,DUII,SPD ,1S12  ,02:15.0,04:51.0,08:13.0,51:33.0,4,W911 
15223436,DSPUT ,ASSAULT,SPD ,1S22  ,04:03.0,43:37.0,46:40.0,53:11.0,3,E911 
15223438,BURG  ,REQUEST K9,SPD ,      ,08:54.0,NULL,NULL,NULL,3,E911 
15223467,ALMAUD,AUDIBLE ALARM,SPD ,      ,53:32.0,NULL,NULL,NULL,3,PHONE
15223488,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,04:20.0,04:20.0,04:20.0,06:13.0,6,SELF 
15223572,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,06:37.0,06:38.0,06:38.0,18:17.0,6,SELF 
15223586,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,25:19.0,25:20.0,25:20.0,33:21.0,6,SELF 
15223608,TRFSTP,TRAFFIC STOP,SPD ,2S19  ,03:17.0,03:17.0,03:17.0,11:19.0,6,SELF 
15223613,FRAUD ,FRAUD,SPD ,2S22  ,06:20.0,14:13.0,23:01.0,02:41.0,4,PHONE
15223622,SUBJDO,WARRANT SERVICE,SPD ,2S18  ,15:33.0,15:51.0,19:37.0,07:49.0,4,PHONE
15223643,SUSPSU,SUSPICIOUS SUBJECT,SPD ,      ,40:49.0,NULL,NULL,NULL,4,PHONE
15223652,CHKWLF,CHECK WELFARE,SPD ,2S19  ,49:52.0,31:37.0,31:37.0,33:53.0,4,PHONE
15223666,SHOP  ,WARRANT SERVICE,SPD ,2S18  ,10:44.0,12:18.0,18:29.0,46:57.0,4,PHONE
15223667,CARDAR,DECEASED SUBJECT,SPD ,2S11  ,11:22.0,16:44.0,23:07.0,36:01.0,3,E911 
15223683,SUSPSU,SUSPICIOUS SUBJECT,SPD ,2S21  ,34:13.0,56:27.0,04:12.0,12:33.0,3,PHONE
15223686,CRMSCH,CRIMINAL MISCHIEF,SPD ,SP687 ,40:27.0,43:17.0,43:17.0,56:10.0,4,PHONE
15223696,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,58:58.0,58:58.0,58:58.0,15:17.0,6,SELF 
15223697,THEFT ,THEFT,SPD ,2S21  ,59:00.0,13:01.0,17:57.0,59:26.0,5,PHONE
15223699,WARSER,WARRANT SERVICE,SPD ,SP018 ,03:18.0,NULL,NULL,03:18.0,4,RPTO 
15223710,CARDAR,DECEASED SUBJECT,SPD ,2S12  ,19:33.0,19:46.0,23:23.0,41:04.0,3,E911 
15223768,FNDPRO,FOUND PROPERTY,SPD ,5C2   ,34:29.0,36:26.0,51:55.0,11:47.0,8,PHONE
15223784,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,57:04.0,57:04.0,57:04.0,07:29.0,6,SELF 
15223786,ATL   ,UNAUTHORIZED USE OF VEHICLE,SPD ,5C2   ,01:05.0,15:00.0,25:40.0,55:18.0,3,W911 
15223788,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,05:07.0,05:07.0,05:07.0,15:17.0,6,SELF 
15223791,FNDPRO,FOUND PROPERTY,SPD ,5C2   ,11:10.0,25:05.0,31:10.0,09:51.0,8,PHONE
15223796,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,14:40.0,14:41.0,14:41.0,23:02.0,6,SELF 
15223829,ALMSIL,ALARM SILENT,SPD ,2S21  ,57:04.0,58:32.0,NULL,58:46.0,3,PHONE
15223851,INFOPD,INFORMATION - POLICE,SPD ,SP357 ,21:04.0,21:04.0,21:04.0,37:08.0,5,SELF 
15223853,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,21:56.0,21:56.0,21:56.0,27:55.0,6,SELF 
15223857,FNDCON,FOUND CONTRABAND,SPD ,5C2   ,28:30.0,44:48.0,10:43.0,53:11.0,8,PHONE
15223862,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,34:01.0,34:02.0,34:02.0,37:15.0,6,SELF 
15223866,WARSER,WARRANT SERVICE,SPD ,3S21  ,41:27.0,54:39.0,06:42.0,34:47.0,4,PHONE
15223889,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,15:53.0,15:53.0,15:53.0,24:45.0,6,SELF 
15223890,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,16:17.0,16:17.0,16:17.0,24:29.0,6,SELF 
15223905,DISVEH,NUISANCE VEHICLE,SPD ,5C4   ,29:20.0,28:19.0,36:23.0,44:42.0,8,PHONE
15223915,BURG  ,BURGLARY,SPD ,5C4   ,40:52.0,50:37.0,04:57.0,27:50.0,4,PHONE
15223938,TRFSTP,NO VALID DL,SPD ,2M3   ,13:28.0,13:28.0,13:28.0,26:21.0,6,SELF 
15223951,TRFSTP,TRAFFIC STOP,SPD ,3S22  ,36:13.0,36:13.0,36:13.0,45:25.0,6,SELF 
15223962,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,47:40.0,47:40.0,47:40.0,56:23.0,6,SELF 
15223988,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,08:46.0,08:46.0,08:46.0,11:35.0,6,SELF 
15223992,VIORST,VIOLATION OF RESTRAINING ORDER,SPD ,3S11  ,14:10.0,40:47.0,NULL,41:51.0,4,PHONE
15223994,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,17:27.0,17:27.0,17:27.0,29:01.0,6,SELF 
15224008,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,30:18.0,30:18.0,30:18.0,41:07.0,6,SELF 
15224010,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S22  ,33:46.0,39:20.0,51:11.0,21:28.0,3,PHONE
15224031,VIORST,VIOLATION OF RESTRAINING ORDER,SPD ,3S13  ,50:49.0,55:57.0,04:56.0,25:09.0,4,W911 
15224033,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,53:33.0,53:33.0,53:33.0,03:05.0,6,SELF 
15224066,TRSPS ,WARRANT SERVICE,SPD ,3S12  ,41:24.0,43:39.0,54:39.0,59:29.0,4,PHONE
15224072,3050,SHOPLIFT 3050 PROGRAM,SPD ,3S23  ,47:39.0,15:11.0,23:35.0,04:20.0,3,PHONE
15224091,SHOP  ,THEFT,SPD ,3S13  ,13:58.0,27:38.0,27:41.0,21:39.0,4,E911 
15224109,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,33:40.0,33:41.0,33:41.0,44:50.0,6,SELF 
15224114,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,40:06.0,40:06.0,40:06.0,49:23.0,6,SELF 
15224180,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,15:47.0,15:48.0,15:48.0,18:07.0,6,SELF 
15224181,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,16:23.0,16:23.0,16:23.0,22:46.0,6,SELF 
15224186,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,33:34.0,33:34.0,33:34.0,37:33.0,6,SELF 
15224207,DSPUT ,CRIMINAL MISCHIEF,SPD ,3S21  ,07:31.0,08:36.0,10:43.0,56:56.0,4,PHONE
15224213,3050,SHOPLIFT 3050 PROGRAM,SPD ,3S13  ,21:07.0,21:42.0,25:54.0,53:52.0,3,PHONE
15224214,MVANO ,MOTOR VEH ACC NO INJURY,SPD ,3S12  ,23:00.0,26:14.0,30:14.0,21:21.0,3,W911 
15224227,TRFHAZ,TRAFFIC HAZARD,SPD ,1S21  ,42:10.0,10:42.0,30:23.0,31:13.0,3,W911 
15151720,ASTPUB,ASSIST PUBLIC- POLICE,SPD ,3J81  ,58:07.0,28:22.0,43:16.0,01:03.0,7,PHONE
15151721,DSRISU,DISORIENTED SUBJECT,SPD ,3J81  ,58:09.0,09:00.0,NULL,27:28.0,7,PHONE
15151765,TRAN  ,TRANSPORT,SPD ,3S13  ,40:00.0,25:10.0,35:39.0,01:27.0,5,PHONE
15151792,INCALL,INCOMPLETE CALL,SPD ,3S23  ,09:03.0,17:02.0,27:19.0,44:19.0,3,W911 
15151793,FNDCON,FOUND CONTRABAND,SPD ,3S11  ,12:05.0,45:26.0,02:12.0,37:12.0,5,PHONE
15151866,INTXSU,INTOXICATED SUBJECT,SPD ,3J81  ,42:30.0,06:47.0,13:42.0,44:55.0,7,PHONE
15151867,THEFT ,THEFT,SPD ,3S13  ,43:06.0,17:06.0,08:34.0,17:54.0,4,PHONE
15151945,PERSTP,ARREST,SPD ,3S22  ,53:38.0,53:38.0,53:38.0,05:49.0,6,SELF 
15151997,PERSTP,WARRANT SERVICE,SPD ,3S12  ,03:40.0,03:40.0,03:40.0,48:02.0,6,SELF 
15152016,DSPUT ,DISPUTE,SPD ,3S13  ,32:20.0,34:04.0,37:24.0,56:02.0,3,W911 
15152020,SUSPVE,SUSPICIOUS VEHICLE,SPD ,3S10  ,37:31.0,48:47.0,48:49.0,40:22.0,3,PHONE
15152029,TRFSTP,DUII,SPD ,3S12  ,53:38.0,53:38.0,53:38.0,21:38.0,4,SELF 
15152047,PERSTP,PERSON STOP,SPD ,1S11  ,30:08.0,30:08.0,30:08.0,46:25.0,6,SELF 
15152048,ASTOUT,ASSIST OUTSIDE AGENCY,SPD ,1S22  ,30:17.0,39:49.0,49:04.0,13:24.0,4,PHONE
15152052,TRFSTP,DWS,SPD ,1S12  ,32:53.0,32:54.0,32:54.0,02:29.0,6,SELF 
15152082,REKEND,RECKLESS ENDANGERING,SPD ,1S12  ,17:18.0,31:46.0,34:35.0,46:48.0,4,PHONE
15152083,TRFSTP,WARRANT SERVICE,SPD ,1S22  ,18:21.0,18:21.0,18:21.0,12:54.0,4,SELF 
15152088,SUBJDO,SUBJECT DOWN,SPD ,1S21  ,26:31.0,27:06.0,29:09.0,52:29.0,3,W911 
15152104,ASTPUB,ASSIST PUBLIC- POLICE,SPD ,1S11  ,06:03.0,08:40.0,15:02.0,25:43.0,4,PHONE
15152113,WRGWAY,NO VALID DL,SPD ,1S12  ,28:27.0,28:27.0,28:27.0,56:48.0,6,SELF 
15152127,DSPUT ,WARRANT SERVICE,SPD ,1S21  ,53:29.0,54:37.0,55:56.0,00:29.0,4,E911 
15152151,TRFSTP,WARRANT SERVICE,SPD ,1S11  ,04:02.0,04:02.0,04:02.0,22:00.0,4,SELF 
15152158,SUSPVE,SUSPICIOUS VEHICLE,SPD ,      ,21:33.0,NULL,NULL,NULL,3,PHONE
15152215,TRFSTP,WARRANT SERVICE,SPD ,1S12  ,06:14.0,06:14.0,06:14.0,50:39.0,4,SELF 
15152246,SIGNDO,SIGN DOWN,SPD ,      ,07:21.0,NULL,NULL,NULL,4,PHONE
15152252,ARMDSU,ARMED SUBJECT,SPD ,2S12  ,11:12.0,12:38.0,15:47.0,27:40.0,3,PHONE
15152267,ANICMP,ANIMAL COMPLAINT,SPD ,5C1   ,32:37.0,01:07.0,04:23.0,35:53.0,5,PHONE
15152324,FOLUP ,FOLLOW UP,SPD ,5C1   ,42:12.0,42:12.0,42:12.0,52:54.0,5,SELF 
15152326,HARAS ,HARASSMENT,SPD ,2S12  ,46:22.0,57:18.0,57:18.0,33:22.0,4,PHONE
15152332,SUBSER,SUBPOENA SERVICE,SPD ,5C2   ,52:41.0,52:42.0,52:42.0,59:03.0, ,SELF 
15152334,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,53:26.0,53:27.0,53:27.0,05:19.0,5,SELF 
15152340,ANICMP,ANIMAL COMPLAINT,SPD ,5C1   ,02:29.0,02:30.0,02:30.0,13:11.0,5,SELF 
15152370,DSPUT ,INTERFERING WITH POLICE,SPD ,2S11  ,24:35.0,26:47.0,34:36.0,17:09.0,4,PHONE
15152388,DOGAL ,DOG AT LARGE,SPD ,5C1   ,41:54.0,49:28.0,58:44.0,33:47.0,4,PHONE
15152407,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,00:26.0,00:27.0,00:27.0,11:26.0,5,SELF 
15152444,PRKVIO,PARKING VIOLATION,SPD ,5C4   ,36:55.0,36:55.0,36:55.0,42:36.0,5,SELF 
15152455,ALMPAN,ALARM PANIC,SPD ,2S11  ,48:20.0,49:34.0,49:55.0,56:10.0,3,PHONE
15152488,MVANO ,MOTOR VEH ACC NO INJURY,SPD ,5C2   ,18:47.0,20:43.0,25:10.0,41:28.0,4,PHONE
15152508,CHKWLF,CHECK WELFARE,SPD ,3J81  ,35:50.0,39:12.0,58:36.0,04:45.0,4,PHONE
15152532,DSRDSU,DISORDERLY SUBJECT,SPD ,2S21  ,54:24.0,04:54.0,10:03.0,30:39.0,3,PHONE
15152566,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,28:07.0,28:08.0,28:08.0,32:58.0,5,SELF 
15152567,PERSTP,FOLLOW UP,SPD ,2S11  ,28:38.0,28:38.0,28:38.0,36:04.0,6,SELF 
15152584,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,45:44.0,45:45.0,45:45.0,52:57.0,5,SELF 
15152591,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,00:42.0,00:43.0,00:43.0,17:46.0,5,SELF 
15152628,LOCSUB,WARRANT SERVICE,SPD ,2S11  ,33:21.0,59:38.0,00:49.0,00:11.0,4,PHONE
15152660,DISVEH,DISABLED VEHICLE,SPD ,2S22  ,00:52.0,01:40.0,10:03.0,16:35.0,4,PHONE
15152664,WARSER,WARRANT SERVICE,SPD ,SP659 ,03:31.0,03:31.0,03:31.0,04:08.0,4,SELF 
15152670,DSRDSU,DISORDERLY SUBJECT,SPD ,3S11  ,10:04.0,41:09.0,44:06.0,39:57.0,4,PHONE
15152703,DOGAL ,DOG AT LARGE,SPD ,5C1   ,36:23.0,38:20.0,56:00.0,31:41.0,4,PHONE
15152712,WALKAW,WALKAWAY,SPD ,3S21  ,46:52.0,50:03.0,51:17.0,00:45.0,3,PHONE
15152767,ANICRU,ANIMAL CRUELTY,SPD ,3S12  ,35:30.0,41:55.0,52:13.0,02:03.0,3,PHONE
15296471,FOLUP ,FOLLOW UP,SPD ,4S43  ,49:31.0,49:31.0,49:31.0,51:49.0,5,SELF 
15296477,FOLUP ,FOLLOW UP,SPD ,4S43  ,58:08.0,58:08.0,58:08.0,06:19.0,5,SELF 
15296488,ASLT  ,ASSAULT,SPD ,2S12  ,09:54.0,39:45.0,04:08.0,11:56.0,4,PHONE
15296503,LOCPRO,RECOVERED STOLEN PROPERTY,SPD ,2S11  ,35:35.0,39:11.0,41:45.0,31:07.0,4,PHONE
15296506,THEFT ,THEFT,SPD ,3S13  ,38:05.0,18:55.0,20:39.0,45:02.0,4,PHONE
15296517,LOSTPR,LOST PROPERTY,SPD ,SP693 ,48:52.0,52:12.0,52:12.0,53:48.0,9,PHONE
15296554,FOLUP ,FOLLOW UP,SPD ,4S43  ,32:44.0,32:44.0,32:44.0,17:36.0,5,SELF 
15296571,ASLT  ,ASSAULT,SPD ,2S21  ,52:45.0,08:35.0,20:09.0,17:35.0,4,PHONE
15296637,MVANO ,MOTOR VEH ACC NO INJURY,SPD ,      ,00:32.0,NULL,NULL,NULL,3,W911 
15296646,VIORST,VIOLATION OF RESTRAINING ORDER,SPD ,3S13  ,07:03.0,14:57.0,27:59.0,51:18.0,5,PHONE
15296649,CHLDAB,CHILD ABUSE,SPD ,3S21  ,08:34.0,46:36.0,59:26.0,18:48.0,4,PHONE
15296654,WARSER,WARRANT SERVICE,SPD ,      ,15:05.0,NULL,NULL,NULL,4,PHONE
15296659,THEFT ,THEFT,SPD ,SP640 ,24:16.0,25:51.0,25:51.0,25:55.0,9,PHONE
15296666,THEFT ,THEFT,SPD ,SP687 ,37:09.0,47:24.0,47:24.0,07:20.0,4,PHONE
15296678,FNDPRO,FOUND PROPERTY,SPD ,5C4   ,54:42.0,49:34.0,57:35.0,34:17.0,8,PHONE
15296684,FRGDCK,FORGED CHECK,SPD ,SP693 ,07:14.0,09:27.0,09:27.0,11:33.0,9,PHONE
15296685,VIORST,VIOLATION OF RESTRAINING ORDER,SPD ,3S11  ,08:21.0,32:30.0,50:43.0,25:28.0,4,PHONE
15296696,SUISUB,SUICIDAL SUBJECT,SPD ,3J81  ,22:56.0,23:57.0,36:39.0,42:42.0,3,PHONE
15296701,FOLUP ,FOLLOW UP,SPD ,3S13  ,29:02.0,29:02.0,40:58.0,14:41.0,5,SELF 
15296733,FRAUD ,FRAUD,SPD ,3S11  ,51:51.0,26:43.0,45:45.0,07:33.0,4,PHONE
15296739,BURG  ,BURGLARY,SPD ,5C4   ,58:10.0,01:13.0,12:47.0,14:39.0,8,PHONE
15296742,THFTBK,THEFT OF BICYCLE,SPD ,5C4   ,02:54.0,34:19.0,43:18.0,01:11.0,8,E911 
15296766,THFTBK,THEFT OF BICYCLE,SPD ,SP628 ,21:25.0,25:54.0,25:54.0,26:18.0,9,PHONE
15296769,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S11  ,24:49.0,29:03.0,31:56.0,42:06.0,1,W911 
15296771,HR    ,HIT AND RUN,SPD ,3S12  ,27:19.0,01:41.0,19:28.0,38:00.0,4,PHONE
15296789,BLKDRV,BLOCKED DRIVEWAY,SPD ,5C4   ,52:09.0,58:19.0,07:10.0,16:34.0,8,PHONE
15296820,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,3S12  ,34:27.0,38:02.0,40:36.0,49:44.0,3,PHONE
15296828,DSRDSU,DISORDERLY SUBJECT,SPD ,3S11  ,38:39.0,43:56.0,47:50.0,38:08.0,3,PHONE
15296834,SUSPVE,SUSPICIOUS VEHICLE,SPD ,3S21  ,44:36.0,10:17.0,16:10.0,22:19.0,4,PHONE
15296841,THEFT ,THEFT,SPD ,3S11  ,56:31.0,22:25.0,27:50.0,38:13.0,5,PHONE
15296883,DOGAL ,DOG AT LARGE,SPD ,3S13  ,40:23.0,13:32.0,15:14.0,18:31.0,4,W911 
15296886,DISVEH,DISABLED VEHICLE,SPD ,3S22  ,48:38.0,50:18.0,53:47.0,59:59.0,4,PHONE
15296892,DSPTFM,HARASSMENT,SPD ,3S12  ,58:05.0,42:41.0,58:16.0,20:04.0,4,W911 
15296932,CHKWLF,CHECK WELFARE,SPD ,3S13  ,48:29.0,21:20.0,23:14.0,42:32.0,4,PHONE
15296934,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,56:10.0,56:11.0,56:11.0,02:54.0, ,SELF 
15296937,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,      ,59:40.0,NULL,NULL,NULL,9,PHONE
15296942,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,10:55.0,10:56.0,10:56.0,16:23.0, ,SELF 
15296949,TRFHAZ,TRAFFIC HAZARD,SPD ,3S22  ,25:23.0,25:23.0,27:53.0,30:24.0,3,SELF 
15296965,ATL   ,ATTEMPT TO LOCATE,SPD ,      ,40:26.0,NULL,NULL,NULL,5,PHONE
15296979,DSPUT ,DISPUTE,SPD ,      ,59:47.0,NULL,NULL,NULL,9,PHONE
15297063,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,16:46.0,NULL,NULL,NULL,9,PHONE
15297117,CHKWLF,CHECK WELFARE,SPD ,1S22  ,35:35.0,49:14.0,59:19.0,09:36.0,3,W911 
15297216,DOGAL ,DOG AT LARGE,SPD ,5C1   ,57:37.0,22:29.0,22:35.0,29:08.0,4,PHONE
15297224,INCALL,INCOMPLETE CALL,SPD ,2S11  ,08:08.0,14:11.0,24:58.0,33:15.0,3,E911 
15297225,INCALL,INCOMPLETE CALL,SPD ,2S22  ,11:18.0,12:59.0,13:05.0,16:53.0,3,E911 
15297232,PTRLCK,PATROL CHECK,SPD ,5C2   ,22:17.0,22:17.0,22:17.0,48:38.0,4,SELF 
15297267,VIORST,VIOLATION OF RESTRAINING ORDER,SPD ,2S12  ,11:30.0,18:28.0,25:19.0,36:14.0,4,PHONE
15297272,THEFT ,THEFT,SPD ,2S11  ,19:22.0,36:36.0,48:14.0,01:47.0,4,PHONE
15297286,FOLUP ,FOLLOW UP,SPD ,SP289 ,42:18.0,42:18.0,42:18.0,43:37.0,5,SELF 
15297298,FOLUP ,FOLLOW UP,SPD ,4S41  ,59:41.0,59:41.0,59:41.0,11:44.0,5,SELF 
15297300,FOLUP ,FOLLOW UP,SPD ,SP289 ,01:13.0,01:13.0,01:13.0,59:22.0,5,SELF 
15297304,ASLTIN,ASSAULT WITH INJURY,SPD ,2S12  ,09:09.0,10:30.0,18:59.0,41:41.0,3,W911 
15224228,SUSPVE,SUSPICIOUS VEHICLE,SPD ,3S22  ,43:42.0,49:03.0,53:04.0,56:09.0,3,E911 
15224274,DSPUT ,CRIMINAL TRESPASS,SPD ,1S21  ,04:07.0,05:30.0,08:59.0,47:41.0,3,W911 
15224290,TRFSTP,DWS,SPD ,1S11  ,37:30.0,37:30.0,37:30.0,11:27.0,4,SELF 
15224303,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,56:42.0,56:42.0,56:42.0,02:12.0,6,SELF 
15224304,ILGLCA,ILLEGAL CAMPING,SPD ,1S21  ,57:19.0,57:19.0,57:19.0,17:48.0,5,SELF 
15224313,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,07:58.0,07:58.0,07:58.0,14:46.0,6,SELF 
15224324,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,30:32.0,30:32.0,30:32.0,35:16.0,6,SELF 
15224328,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,36:08.0,36:08.0,36:08.0,42:20.0,6,SELF 
15224355,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,29:35.0,29:35.0,29:35.0,32:27.0,6,SELF 
15224365,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,14:33.0,14:33.0,14:33.0,36:32.0,6,SELF 
15224374,TRFSTP,IN POSSESSION OF NARCOTICS,SPD ,1S21  ,37:58.0,37:58.0,37:58.0,43:07.0,4,SELF 
15224375,TRFSTP,WARRANT SERVICE,SPD ,1S12  ,46:28.0,46:28.0,46:28.0,57:31.0,4,SELF 
